NU_SEQUENCIAL;NU_ANO;CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO
1129313;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1422;1384;1396;1410;416.9;506.6;442.5;417;CCCCABABDDDDECCDCACBBADDDCBAADDDEEECCBBBCDBBC;AADBECCBBCCEEBACCBAABBDCDCAACCAAAAAEAAAACCCEA;BDDBBBABBCDDDDCDADBAAABBAECBBBBABCBABBCECACDA;CCAACBDDEEDDEEEDDDCCDEEBCDBDCCDCCCBACCCBCBAAA;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;100;180;120;120;140;660
3141267;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1422;1384;1396;1410;604.6;409.8;532;592.4;BBCBBCAAEBBAADDDBEAECACBADAEBDEBBACBDECBCDDCD;DEDEECAAABBEBEEBCBAAEEC.DDDADBBECBDDEADCDBADA;ABCDACADDCBEDDEEBDAAABBACDABAEECEBCBBBEECACBB;EBCAEBACEDEDBCEABBDCBEECEABDBDACCEBBBDDEAADBC;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;100;120;100;120;40;480
3668857;2024;;;;;;;;;1500602;Altamira;15;PA;0;1;1;0;;1386;1397;;;420.8;394;;;EAAEAAABCEAAAAAABCCBABCAAABAAAADDACABAAAABECD;ACDAADBADBDDCBABACBAAADEAAEABCEDCBAAAAAABCDAA;;1;;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;;1;60;120;100;80;20;380
1351997;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1420;1383;1395;1408;618.1;649.6;642.4;644.7;EAEDAECCCEECBCBDEECADEEDCDDCBEEECEBEDDDABBDDA;BEDEBEBADBADDEEBCBCDCAECECACBAEACEADCEDADEDDB;CAAAEECBECEDDCBDEDBCEDBDBBCEDDDCDBDCCBADADEEA;CEEBADBEDDAABCBCCBCEABECBECDEBACBBDDDCBADDBBB;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;160;180;140;200;200;880
413898;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1420;1383;1395;1408;538.1;490.7;552.7;462.9;EDEBEBCEAEBDCADDAACDBADDCEBCBEBECCBCACDEADDBB;CECAABBDEBCDDEAACEBBACDBDEAACEAACEADCBBDAACDB;EBAEDECBECACDEDDEDDCBADACBCAEEBBDDDACBEDBDEEB;DCEBDCBBEDACCCDBDCBEDBACCABDCEDBBBCEDDAABDEAC;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;140;200;160;180;200;880
2128344;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1422;1384;1396;1410;392.1;457.4;472;400.6;CBAECAABDCBCAD.ECBEADDCCCEBEADBACDDDCACBBADCB;BACABCBAEAADAEACEAEBBCAECCBAADEEBCAEDAAADCABA;ABABEDECECBBECCEABDDACAAADBBECAEEADCEDEEDCEAB;......EADCDCACBDADEACCBACBECCAEBCADBCBECEDCED;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;120;200;120;120;120;680
1111653;2024;;;;;;;;;1500602;Altamira;15;PA;0;1;1;0;;1383;1395;;;541.5;502.1;;;CECABBACCEDDABEDBECDBABCEBACEACAEDADBEDCBABDB;AAAEBECEECDCDBBBEBDCBAEAEBDEABAADEDADDABEEAEC;;0;;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;;1;100;140;80;120;120;560
3542558;2024;;;;;;;;;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
1089650;2024;15200205;1500602;Altamira;15;PA;1;1;1;1500602;Altamira;15;PA;1;1;1;1;1420;1383;1395;1408;570.6;549.1;560.6;529;ECEEADEEBEEACCDADCDCCDDCADDEBAEEEAECBDBDDBDAD;AECAADACBEBDEEDBAECDDAECEBABBEEAECADABBCDADBA;CEAAEECBECDDDCBCEDDAEDEAEDCEECAADDDACBEABACEA;EDACBCDCACAEDDEBDDADBDBDBEDEECACEEECBAEACACCB;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;4;0;0;0;0;0;0
1398897;2024;;;;;;;;;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
2082662;2024;;;;;;;;;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
512594;2024;15104907;1500602;Altamira;15;PA;2;1;1;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
1718701;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1419;1385;1398;1407;484.1;465.2;509.1;486;DDCEDCBDDDCCAEAD*CECABEEEAEACDBEDDEAEEEDAAABE;CABEDBADBCCCCAABEEADCDAADEAAEADBCADACEDBBCCDB;AEDDABDCBCEECDDABAEBADBEDAABDBBEDDDDADDEDBBCB;BEDABBBBEEECCDCCAADEABBBDAACAAECEBEBEADABDDBD;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;120;140;140;180;180;760
1108202;2024;;;;;;;;;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
3950471;2024;;;;;;;;;1500602;Altamira;15;PA;0;1;1;0;;1385;1398;;;436.9;485.3;;;CEBEBCACDEACADADEBAABBADCACEDDEBCABDAECEBDEDD;BDCDCBDCABEDDEDABDBDACCECCBBDBEBDBDDADCECBADB;;1;;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;;1;100;120;80;80;20;400
1864543;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1419;1385;1398;1407;423.4;383;483.7;450.6;ACDADEBCDECEDBCACBEACCADEBEBCABDCEECEDCBADCBC;DBDBDDCCDBACDABBEDDABBCDCEDBEABECDBDEABCBCDCB;BDACCBACBDAEECDCACECDCEEBDABDCDBDBDBAEDCABECB;CCBBDCDBABCDCAACDCCAADEDAABBCDCCEBEAABDABDEBD;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;140;120;100;120;100;580
1628458;2024;;;;;;;;;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
449329;2024;15104907;1500602;Altamira;15;PA;2;1;1;1500602;Altamira;15;PA;1;1;1;1;1422;1384;1396;1410;405.9;388.3;329.1;470.9;BABABEAAAABBCDDDAEAAAABACEBBCEACADDEAAAAEBCED;ADEDECBAEEDAEBBEDECCAACBCAABCAAEEEDBBCABEDAEE;ACAAEDABBDEDBABACDACBBABACCBCEABCDEEDCBABBABA;CCEDEDDCBAADDBAABDACAAEBAADCDABCAABAACCBACABA;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;80;120;100;100;0;400
356405;2024;15169138;1500602;Altamira;15;PA;2;1;1;1500602;Altamira;15;PA;1;1;1;1;1421;1386;1397;1409;497.4;565.8;549;620.9;ACADDEAACBBBECBCBDDCADECDEBCCCDEECCAAEECEACBC;BBEEADDDDBAECEEAEBCDBACBDCDBBCBEAECAEBDECBE*C;DBADDDBEDABDEADBCDBBDCBDBAEDDBABDBDEDDAECBEED;CAADBEDCBECAAEDACCCEBCCBCEEDBCCEBEBECACDEAEBA;1;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;140;180;160;200;180;860
593845;2024;15583058;1500602;Altamira;15;PA;2;1;1;1500602;Altamira;15;PA;1;1;1;1;1420;1383;1395;1408;439.4;364.1;473.8;413.2;DCECDCEEBDABBAABDAEABDCEA.CCADAEDBCEBADDCEDAC;BAACEDADCBBDECAEDAADCBBDAEDCEBCACAEEAAEDDEBDB;EBD*DDCBECACABBCBEEADAEEBDDACECADADCEBBDADDEB;BCDECBBCAACAADDAEBEBDBACBC*EACEDCEDABADCDEBAA;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;80;120;100;100;160;560
1266284;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1421;1386;1397;1409;429;390.3;496.5;427.6;DCABDDEAAECCDAEBABDDBBEBACBEECBEDCBEAECDDDAAB;CBBABCAEBEAEEDBCDAEDBECDACBCAEBBCECADDADAEACB;AACCECEECADEDBEEBBBBDADCADEBEADCBDEEEBACEBEAE;CAACBDEDDAABAEDEDBABABBEEDAAECCDDBBEDEADDDEDC;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;100;160;140;140;40;580
4255663;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1420;1383;1395;1408;445.2;546.1;515.1;396.3;EDAACACECEBCBEAEECCCAEDEBDACBBDABBEADCDBAACDA;AECBCECEEACDDEEEABABCABCEBADEAEACEAEEABABABEC;CCDDCECBEAACDACABDACAADAEBCEECDCDBDADBEDEECEB;EDDEADEBBCACCCAEECDCEBCEBEDDCADBABEEBEEBBBDDA;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;160;120;140;20;560
4181980;2024;15104907;1500602;Altamira;15;PA;2;1;1;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
3565963;2024;;;;;;;;;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
3299937;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1421;1386;1397;1409;470.8;498.3;469.7;585.2;DEDBDAACCBEBAEBECCABADDCBCAADCDBDCBEABDBDEAEC;EDDCACECCBADCCDDEDDBCCADDEDABCDEABDCBDEBDBEDE;DBACCAAEDAAEDBDECDCBBCEADEDCBBDBADCCCDAADCECE;CEBCDAEBADDABDCCABEBACDEDAEDCCECABEDCAADBCABE;1;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;100;120;120;120;80;540
556615;2024;15109194;1507805;Senador José Porfírio;15;PA;2;1;1;1500602;Altamira;15;PA;0;1;1;0;;1384;1396;;;459.3;515.2;;;BADDABDAACCBECB...E.............BAADEDCADCCEA;BCCAEDACECDBBABBBDDEBABEDDCDCDBECBCBCADECDAAD;;1;;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;;1;120;160;100;120;140;640
2069150;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1419;1385;1398;1407;449;418;467.1;455.5;BDAACBABBABBACBAEBAACBCACEEBCACBBDAECBCBADAED;CCEEACABCDEEDCDBDDCABADACEBBBEABCACEBEABDCDDD;BEBBEBBCBCEECAEBCEDCABCEAABBDEBBADEDEABDEBDEE;DCBEBEBCDBCBDBCBDBDDEBCAEADABDAAEBCDBEDCCDEED;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;4;0;0;0;0;0;0
1688605;2024;;;;;;;;;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
1404602;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1420;1383;1395;1408;417.4;418;454.6;404.1;DDDBADECBEBCECBBBCBACECAEAECDAAACDEAEBCEBAEAA;AEACDEABEECCACEAEDABDDECBBABCAACAABAAEADDBABB;ABEEBECCEADADBCBACDEDAEACBADEABADDDACBDEBCDCA;DDCCBCECECAEADEBAB*DCEDDBCBCDEECAADAAAADBBADA;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;160;120;120;60;580
3300878;2024;;;;;;;;;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
1946782;2024;15107035;1504455;Medicilândia;15;PA;2;1;1;1500602;Altamira;15;PA;1;1;1;1;1421;1386;1397;1409;392.6;299.9;399.2;528.9;CBACBDBCDAADCBADCDBBDCDABCDDAEAAECBCEBCBBDCAD;BC.BC.ADBDCADBECBDBECEBECDCACECDBDBCBCBEABDCA;DACADCBACDDECACBCDADDCCDECBACBDCDBCCDEBCBDBAB;BDBABDCCBECAEBAACDACEBCACACEBDBDDCACEDACACEBD;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;120;160;120;120;40;560
1671971;2024;;;;;;;;;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
2857195;2024;15583058;1500602;Altamira;15;PA;2;1;1;1500602;Altamira;15;PA;1;1;1;1;1421;1386;1397;1409;423.7;365.2;451.3;435.6;BEBAADDECCDEABDAAEDBBACDACEDCDBCDAEBACEADEBCD;BCBEDAECADBEACDCBEDADBCEBAECBDECAEBDACBDADECA;ABCDBDABEACCEBDDDDAECABEADCBEADACBEDB.CEBACEB;DBCEADACBEDACEBCADBEACDBEAC*ECEADBCEDBACEDBCA;1;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;120;120;80;100;80;500
1756990;2024;15105016;1508357;Vitória do Xingu;15;PA;2;1;1;1500602;Altamira;15;PA;1;1;1;1;1419;1385;1398;1407;448.5;397.7;434.2;397.8;BEADABACAEABBCEDBBDDAAABEEAAEDECEDABABCCEDDAA;ACDABCE.CDBABEAADEDCBBECDEEBAACDEABBDCACBDBAB;DBACEADDABCECBEDBEADBECBDCBADCEBABCDAED.DEAAC;BBACBCDEABEDADEEECBCBDACABCDEDDBCEDCBCCBEADAC;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;80;120;80;80;40;400
3687997;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1419;1385;1398;1407;384.1;485.9;514.2;414.4;DACCBDCECADBEBADCBEDBDACBDBBAEBECADDBCCEADBCB;AEBCDDDBDCACBBACEBEABEDCDABDCACBEADBCBACBDEBD;BADDCEDCBEEEDBCBBCCBADCDBDBBDDEBDADDACEDDDACB;CBDDCDDCEBADECABDACEAACBDECAADEACBBDAABCAADBE;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;4;0;0;0;0;0;0
3101967;2024;15104907;1500602;Altamira;15;PA;2;1;1;1500602;Altamira;15;PA;0;1;1;0;;1384;1396;;;377.1;491.6;;;CDBCABCAECAECBBDBABEDBAAEDBCADDEBACADCABAEDAE;ECDEEBBEACBAEDCEAEDBACDEBDDCDBCEEBDCEADECDBDB;;1;;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;;1;120;160;100;120;80;580
2854944;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1422;1384;1396;1410;427.7;483.6;513.5;437.9;DDA*CDDEDCCECEDEAEDACDECDCDBEDECDCDABEEBCCDDC;DBDBEBDDCBBBDAACDADEADABCDCADCEAEABBCEBACCCAA;ABCBBDACECBBDBEEBBAABABACDAADCADBBABCCABBBDCB;DBDBBDCDEBDEDBDCADBCBDACDEECADDCBDCBCBBECCADC;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;100;120;80;100;60;460
2983121;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1419;1385;1398;1407;502.5;557.2;576.2;404.8;DCDADEACBDAECDDDDCBDAAAEEEECCAAAAAEAEDCBDDCCC;AAEEBDDCEBCCCEDCEAEBDDBADEEBDBBBEABECBBACDBAD;DAAACCDCBBEECCCABDECADEECABEADEBDABDADDDDAECB;CDDEEBEDCBBEBEDCEDABADDBDCCCDECBAECBBADBACCDC;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;120;120;120;140;100;600
3230179;2024;;;;;;;;;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
3956709;2024;15107035;1504455;Medicilândia;15;PA;2;1;1;1500602;Altamira;15;PA;1;1;1;1;1419;1385;1398;1407;647.5;659.1;588.3;640.3;BDEDBCDBACAACDABBBBDACECEAEBEBDAACCAEEBCADCDD;DAEDBADBEBCCEDACBACACBCADBEDEBBEEABECACBCDDCD;EAABCCDCADEECEDBBDCCADEEDCBECDCBDECDAECDDDECB;DEDACEBEDBEEBABBADCBBBBCACCDBCDEACDBDACBBEEEB;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;160;200;160;160;200;880
2314659;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1422;1384;1396;1410;589.6;658;580.2;657.4;BBCDAEDDEBCACDDCCCCEDAACBACDDCEBBBCBCBBBADDAE;DADEBCDCECEAABBBCBCDBADACDCADEEAEADBEEAAECEDA;DDDACDADECBDDBEEBDCCBEBBDADAAEBDEBDEBACECCABA;AACECCADDEBBCEDDAEBBACBCEDABBEECDBEBACABCBBAD;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;160;180;140;160;160;800
1260616;2024;;;;;;;;;1500602;Altamira;15;PA;0;1;1;0;;1384;1396;;;515.9;528.1;;;DCDABCBAECADABBACDCDECDACEACACDEBABDAEBCACDBD;AADBCDCAECBBDBCEBBDEBEBDDCADACBCEBCADBCDCADEA;;1;;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;;1;100;120;120;80;60;480
3075303;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1422;1384;1396;1410;407.9;482.6;455.6;422.6;CCDBBAAEDBBBABDCAEAADBACCBBDAEECBACDDACECDBAC;DADCCEDBEACDEBACBACCDBABDBCCDACAEABEADCBDCDAB;BBDDECBAECECDCCEBEAABDCACABDEDCEEBDAAECEEACAB;BCDDADCCBCBBDDBAACDAEBDAEECCDADCDADBEDBCECCDB;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;120;120;120;120;20;500
1506337;2024;15176045;1500602;Altamira;15;PA;4;1;1;1500602;Altamira;15;PA;1;1;1;1;1421;1386;1397;1409;507.3;568.5;562.6;436.9;DACCDEDABBCCEEACCBDEDCAEECACDEAAECCBCDADEEEEE;CDADACEDDDABCEBACBCDBEACDCDABCDDA.CBDDEBBBACE;BAAEADDEBADEEBDBDDBBCEACEEDDEEBDCBCEDDAECBECC;DDCBCDDCDBABAABABCCCEAEBBDADBBEEDDAEDDABBABBB;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;120;140;120;120;120;620
2444714;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1422;1384;1396;1410;472.2;439.3;501.4;429.7;CABDBAABEBDEBEDACEDABCEBCCBBCEEDBACAEBDDBADCA;DEBCEADBACEADABCDACAECAEADCADBEECADEBDACEDBDD;EDABCBADECBCDBDEBDDCAADDCDABBAEDBACCAEBECDCAE;AECDEDEDDABCDACBCCBDCECDACDEABEDBADDEBAECCDEE;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;80;120;80;100;80;460
1891341;2024;15583058;1500602;Altamira;15;PA;2;1;1;1500602;Altamira;15;PA;1;1;1;1;1422;1384;1396;1410;512.4;628;639.7;560.2;DCBDCCABEDCEBDDDBBAEECBBBECBCBEEAAABBCCECADAB;DADBECBCECEBEDDBEBEABBDACBDADDEAEADBEACAECEDE;AACEBDADECBDDAEEBDDEDCBEDDCAECBDEBCEBDCECCDDC;CCEECCEDBBDCDEAACDBAECACBABDCCEACBCBCCAEADCAA;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;120;180;140;120;140;700
